ID,SPECIES_NAME,TAXONOMIC_NAME,Level,submitted_name,valid_name_FishBase,Genus_FishBase,Family_FishBase,Class_FishBase,AphiaID,rls_EM,Comment
2114,Pomacentrus indicus,Pomacentrus indicus,species,Pomacentrus indicus,Pomacentrus indicus,Pomacentrus,Pomacentridae,Actinopterygii,212985,1,
2115,Pomacentrus lepidogenys,Pomacentrus lepidogenys,species,Pomacentrus lepidogenys,Pomacentrus lepidogenys,Pomacentrus,Pomacentridae,Actinopterygii,277155,1,
2116,Pomacentrus limosus,Pomacentrus limosus,species,Pomacentrus limosus,Pomacentrus limosus,Pomacentrus,Pomacentridae,Actinopterygii,277156,1,
2117,Pomacentrus magniseptus,Pomacentrus magniseptus,species,Pomacentrus magniseptus,Pomacentrus magniseptus,Pomacentrus,Pomacentridae,Actinopterygii,1039989,1,
2118,Pomacentrus microspilus,Pomacentrus microspilus,species,Pomacentrus microspilus,Pomacentrus microspilus,Pomacentrus,Pomacentridae,Actinopterygii,389437,1,
2119,Pomacentrus milleri,Pomacentrus milleri,species,Pomacentrus milleri,Pomacentrus milleri,Pomacentrus,Pomacentridae,Actinopterygii,277158,1,
2120,Pomacentrus moluccensis,Pomacentrus moluccensis,species,Pomacentrus moluccensis,Pomacentrus moluccensis,Pomacentrus,Pomacentridae,Actinopterygii,277159,1,
2121,Pomacentrus nagasakiensis,Pomacentrus nagasakiensis,species,Pomacentrus nagasakiensis,Pomacentrus nagasakiensis,Pomacentrus,Pomacentridae,Actinopterygii,277160,1,
2122,Pomacentrus nigromanus,Pomacentrus nigromanus,species,Pomacentrus nigromanus,Pomacentrus nigromanus,Pomacentrus,Pomacentridae,Actinopterygii,277161,1,
2123,Pomacentrus nigromarginatus,Pomacentrus nigromarginatus,species,Pomacentrus nigromarginatus,Pomacentrus nigromarginatus,Pomacentrus,Pomacentridae,Actinopterygii,277162,1,
2124,Pomacentrus opisthostigma,Pomacentrus opisthostigma,species,Pomacentrus opisthostigma,Pomacentrus opisthostigma,Pomacentrus,Pomacentridae,Actinopterygii,277163,1,
2125,Pomacentrus pavo,Pomacentrus pavo,species,Pomacentrus pavo,Pomacentrus pavo,Pomacentrus,Pomacentridae,Actinopterygii,212990,1,
2126,Pomacentrus philippinus,Pomacentrus philippinus,species,Pomacentrus philippinus,Pomacentrus philippinus,Pomacentrus,Pomacentridae,Actinopterygii,277164,1,
2127,Pomacentrus reidi,Pomacentrus reidi,species,Pomacentrus reidi,Pomacentrus reidi,Pomacentrus,Pomacentridae,Actinopterygii,277167,1,
2128,Pomacentrus simsiang,Pomacentrus simsiang,species,Pomacentrus simsiang,Pomacentrus simsiang,Pomacentrus,Pomacentridae,Actinopterygii,277171,1,
2129,Pomacentrus smithi,Pomacentrus smithi,species,Pomacentrus smithi,Pomacentrus smithi,Pomacentrus,Pomacentridae,Actinopterygii,277172,1,
2130,Pomacentrus sp. (grey),Pomacentrus spp.,genus,,,,,,,,
2131,Pomacentrus sp. [rhodonotus],Pomacentrus sp. [rhodonotus],genus,,,,,,,,
2132,Pomacentrus spilotoceps,Pomacentrus spilotoceps,species,Pomacentrus spilotoceps,Pomacentrus spilotoceps,Pomacentrus,Pomacentridae,Actinopterygii,277173,1,
2133,Pomacentrus spp.,Pomacentrus spp.,genus,,,Pomacentrus,Pomacentridae,Actinopterygii,,,
2134,Pomacentrus spp. [brown],Pomacentrus spp. [brown],genus,,,Pomacentrus,Pomacentridae,Actinopterygii,,,
2135,Pomacentrus sulfureus,Pomacentrus sulfureus,species,Pomacentrus sulfureus,Pomacentrus sulfureus,Pomacentrus,Pomacentridae,Actinopterygii,212964,1,
2136,Pomacentrus trichourus,Pomacentrus trichourus,species,Pomacentrus trichourus,Pomacentrus trichrourus,Pomacentrus,Pomacentridae,Actinopterygii,310389,1,
2137,Pomacentrus trilineatus,Pomacentrus trilineatus,species,Pomacentrus trilineatus,Pomacentrus trilineatus,Pomacentrus,Pomacentridae,Actinopterygii,212995,1,
2138,Pomacentrus tripunctatus,Pomacentrus tripunctatus,species,Pomacentrus tripunctatus,Pomacentrus tripunctatus,Pomacentrus,Pomacentridae,Actinopterygii,212968,1,
2139,Pomacentrus vaiuli,Pomacentrus vaiuli,species,Pomacentrus vaiuli,Pomacentrus vaiuli,Pomacentrus,Pomacentridae,Actinopterygii,277176,1,
2140,Pomacentrus wardi,Pomacentrus wardi,species,Pomacentrus wardi,Pomacentrus wardi,Pomacentrus,Pomacentridae,Actinopterygii,277177,1,
2141,Pomachromis richardsoni,Pomachromis richardsoni,species,Pomachromis richardsoni,Pomachromis richardsoni,Pomachromis,Pomacentridae,Actinopterygii,218844,1,
2142,Pomadasys incisus,Pomadasys incisus,species,Pomadasys incisus,Pomadasys incisus,Pomadasys,Haemulidae,Actinopterygii,126947,1,
2143,Pomatomus saltatrix,Pomatomus saltatrix,species,Pomatomus saltatrix,Pomatomus saltatrix,Pomatomus,Pomatomidae,Actinopterygii,151482,1,
2144,Pomatoschistus minutus,Pomatoschistus minutus,species,Pomatoschistus minutus,Pomatoschistus minutus,Pomatoschistus,Gobiidae,Actinopterygii,126928,1,
2145,Pomatoschistus pictus,Pomatoschistus pictus,species,Pomatoschistus pictus,Pomatoschistus pictus,Pomatoschistus,Gobiidae,Actinopterygii,126930,1,
2146,Pomatoschistus spp.,Pomatoschistus spp.,genus,,,Pomatoschistus,Gobiidae,Actinopterygii,,,
2147,Pontinus spp.,Pontinus spp.,genus,,,Pontinus,Scorpaenidae,Actinopterygii,,,
2148,Porichthys notatus,Porichthys notatus,species,Porichthys notatus,Porichthys notatus,Porichthys,Batrachoididae,Actinopterygii,275658,1,
2149,Poroderma africanum,Poroderma africanum,species,Poroderma africanum,Poroderma africanum,Poroderma,Scyliorhinidae,Elasmobranchii,217649,1,
2150,Premnas biaculeatus,Premnas biaculeatus,species,Premnas biaculeatus,Premnas biaculeatus,Premnas,Pomacentridae,Actinopterygii,212768,1,
2151,Priacanthus blochii,Priacanthus blochii,species,Priacanthus blochii,Priacanthus blochii,Priacanthus,Priacanthidae,Actinopterygii,218361,1,
2152,Priacanthus hamrur,Priacanthus hamrur,species,Priacanthus hamrur,Priacanthus hamrur,Priacanthus,Priacanthidae,Actinopterygii,218360,1,
2153,Priacanthus spp.,Priacanthus spp.,genus,,,Priacanthus,Priacanthidae,Actinopterygii,,,
2154,Priolepis hipoliti,Priolepis hipoliti,species,Priolepis hipoliti,Priolepis hipoliti,Priolepis,Gobiidae,Actinopterygii,276769,1,
2155,Prionurus laticlavius,Prionurus laticlavius,species,Prionurus laticlavius,Prionurus laticlavius,Prionurus,Acanthuridae,Actinopterygii,282346,1,
2156,Prionurus maculatus,Prionurus maculatus,species,Prionurus maculatus,Prionurus maculatus,Prionurus,Acanthuridae,Actinopterygii,282347,1,
2157,Prionurus microlepidotus,Prionurus microlepidotus,species,Prionurus microlepidotus,Prionurus microlepidotus,Prionurus,Acanthuridae,Actinopterygii,282348,1,
2158,Prionurus punctatus,Prionurus punctatus,species,Prionurus punctatus,Prionurus punctatus,Prionurus,Acanthuridae,Actinopterygii,282349,1,
2159,Prionurus scalprum,Prionurus scalprum,species,Prionurus scalprum,Prionurus scalprum,Prionurus,Acanthuridae,Actinopterygii,282350,1,
2160,Pristiapogon exostigma,Pristiapogon exostigma,species,Pristiapogon exostigma,Pristiapogon exostigma,Pristiapogon,Apogonidae,Actinopterygii,712695,1,
2161,Pristiapogon fraenatus,Pristiapogon fraenatus,species,Pristiapogon fraenatus,Pristiapogon fraenatus,Pristiapogon,Apogonidae,Actinopterygii,209369,1,
2162,Pristiapogon kallopterus,Pristiapogon kallopterus,species,Pristiapogon kallopterus,Pristiapogon kallopterus,Pristiapogon,Apogonidae,Actinopterygii,712696,1,
2163,Pristiapogon spp.,Pristiapogon spp.,genus,,,Pristiapogon,Apogonidae,Actinopterygii,,,
2164,Pristicon rhodopterus,Pristicon rhodopterus,species,Pristicon rhodopterus,Pristicon rhodopterus,Pristicon,Apogonidae,Actinopterygii,712697,1,
2165,Pristicon trimaculatus,Pristicon trimaculatus,species,Pristicon trimaculatus,Pristicon trimaculatus,Pristicon,Apogonidae,Actinopterygii,712699,1,
2166,Prognathodes aculeatus,Prognathodes aculeatus,species,Prognathodes aculeatus,Prognathodes aculeatus,Prognathodes,Chaetodontidae,Actinopterygii,273369,1,
2167,Prognathodes falcifer,Prognathodes falcifer,species,Prognathodes falcifer,Prognathodes falcifer,Prognathodes,Chaetodontidae,Actinopterygii,273374,1,
2168,Prolatilus jugularis,Prolatilus jugularis,species,Prolatilus jugularis,Prolatilus jugularis,Prolatilus,Pinguipedidae,Actinopterygii,282360,1,
2169,Psammoperca waigiensis,Psammoperca waigiensis,species,Psammoperca waigiensis,Psammoperca waigiensis,Psammoperca,Latidae,Actinopterygii,282395,1,
2170,Pseudanthias ?cooperi,Pseudanthias spp.,genus,,,,,,,,
2171,Pseudanthias ?tuka,Pseudanthias spp.,genus,,,,,,,,
2172,Pseudanthias bicolor,Pseudanthias bicolor,species,Pseudanthias bicolor,Pseudanthias bicolor,Pseudanthias,Serranidae,Actinopterygii,218276,1,
2173,Pseudanthias dispar,Pseudanthias dispar,species,Pseudanthias dispar,Pseudanthias dispar,Pseudanthias,Serranidae,Actinopterygii,277448,1,
2174,Pseudanthias engelhardi,Pseudanthias engelhardi,species,Pseudanthias engelhardi,Pseudanthias engelhardi,Pseudanthias,Serranidae,Actinopterygii,277450,1,
2175,Pseudanthias evansi,Pseudanthias evansi,species,Pseudanthias evansi,Pseudanthias evansi,Pseudanthias,Serranidae,Actinopterygii,218281,1,
2176,Pseudanthias fasciatus,Pseudanthias fasciatus,species,Pseudanthias fasciatus,Pseudanthias fasciatus,Pseudanthias,Serranidae,Actinopterygii,277451,1,
2177,Pseudanthias hiva,Pseudanthias hiva,species,Pseudanthias hiva,Pseudanthias hiva,Pseudanthias,Serranidae,Actinopterygii,277457,1,
2178,Pseudanthias huchtii,Pseudanthias huchtii,species,Pseudanthias huchtii,Pseudanthias huchtii,Pseudanthias,Serranidae,Actinopterygii,277458,1,
2179,Pseudanthias hypselosoma,Pseudanthias hypselosoma,species,Pseudanthias hypselosoma,Pseudanthias hypselosoma,Pseudanthias,Serranidae,Actinopterygii,277460,1,
2180,Pseudanthias ignitus,Pseudanthias ignitus,species,Pseudanthias ignitus,Pseudanthias ignitus,Pseudanthias,Serranidae,Actinopterygii,277461,1,
2181,Pseudanthias lori,Pseudanthias lori,species,Pseudanthias lori,Pseudanthias lori,Pseudanthias,Serranidae,Actinopterygii,277463,1,
2182,Pseudanthias mooreanus,Pseudanthias mooreanus,species,Pseudanthias mooreanus,Pseudanthias mooreanus,Pseudanthias,Serranidae,Actinopterygii,277468,1,
2183,Pseudanthias olivaceus,Pseudanthias olivaceus,species,Pseudanthias olivaceus,Pseudanthias olivaceus,Pseudanthias,Serranidae,Actinopterygii,277470,1,
2184,Pseudanthias pascalus,Pseudanthias pascalus,species,Pseudanthias pascalus,Pseudanthias pascalus,Pseudanthias,Serranidae,Actinopterygii,277471,1,
2185,Pseudanthias pictilis,Pseudanthias pictilis,species,Pseudanthias pictilis,Pseudanthias pictilis,Pseudanthias,Serranidae,Actinopterygii,277472,1,
2186,Pseudanthias pleurotaenia,Pseudanthias pleurotaenia,species,Pseudanthias pleurotaenia,Pseudanthias pleurotaenia,Pseudanthias,Serranidae,Actinopterygii,277473,1,
2187,Pseudanthias regalis,Pseudanthias regalis,species,Pseudanthias regalis,Pseudanthias regalis,Pseudanthias,Serranidae,Actinopterygii,277476,1,
2188,Pseudanthias rubrizonatus,Pseudanthias rubrizonatus,species,Pseudanthias rubrizonatus,Pseudanthias rubrizonatus,Pseudanthias,Serranidae,Actinopterygii,277477,1,
2189,Pseudanthias smithvanizi,Pseudanthias smithvanizi,species,Pseudanthias smithvanizi,Pseudanthias smithvanizi,Pseudanthias,Serranidae,Actinopterygii,277480,1,
2190,Pseudanthias spp.,Pseudanthias spp.,genus,,,Pseudanthias,Serranidae,Actinopterygii,,,
2191,Pseudanthias squamipinnis,Pseudanthias squamipinnis,species,Pseudanthias squamipinnis,Pseudanthias squamipinnis,Pseudanthias,Serranidae,Actinopterygii,218278,1,
2192,Pseudanthias taeniatus,Pseudanthias taeniatus,species,Pseudanthias taeniatus,Pseudanthias taeniatus,Pseudanthias,Serranidae,Actinopterygii,277481,1,
2193,Pseudanthias tuka,Pseudanthias tuka,species,Pseudanthias tuka,Pseudanthias tuka,Pseudanthias,Serranidae,Actinopterygii,218272,1,
2194,Pseudobalistes flavimarginatus,Pseudobalistes flavimarginatus,species,Pseudobalistes flavimarginatus,Pseudobalistes flavimarginatus,Pseudobalistes,Balistidae,Actinopterygii,219884,1,
2195,Pseudobalistes fuscus,Pseudobalistes fuscus,species,Pseudobalistes fuscus,Pseudobalistes fuscus,Pseudobalistes,Balistidae,Actinopterygii,219885,1,
2196,Pseudobalistes naufragium,Pseudobalistes naufragium,species,Pseudobalistes naufragium,Pseudobalistes naufragium,Pseudobalistes,Balistidae,Actinopterygii,279161,1,
2197,Pseudoblennius cottoides,Pseudoblennius cottoides,species,Pseudoblennius cottoides,Pseudoblennius cottoides,Pseudoblennius,Cottidae,Actinopterygii,282408,1,
2198,Pseudoblennius sp. [zonostigma],Pseudoblennius sp. [zonostigma],genus,,,,,,,,
2199,Pseudocaranx cheilio,Pseudocaranx cheilio,species,Pseudocaranx cheilio,Pseudocaranx dentex,Pseudocaranx,Carangidae,Actinopterygii,126812,1,
2200,Pseudocaranx chilensis,Pseudocaranx chilensis,species,Pseudocaranx chilensis,Pseudocaranx chilensis,Pseudocaranx,Carangidae,Actinopterygii,273281,1,
2201,Pseudocaranx georgianus,Pseudocaranx georgianus,species,Pseudocaranx georgianus,Pseudocaranx dentex,Pseudocaranx,Carangidae,Actinopterygii,126812,1,Smith-Vaniz
2202,Pseudocaranx sp. [dentex],Pseudocaranx sp. [dentex],genus,,,,,,,,
2203,Pseudocaranx spp.,Pseudocaranx spp.,genus,,,Pseudocaranx,Carangidae,Actinopterygii,,,
2204,Pseudocaranx wrighti,Pseudocaranx wrighti,species,Pseudocaranx wrighti,Pseudocaranx wrighti,Pseudocaranx,Carangidae,Actinopterygii,273282,1,
2205,Pseudocheilinops ataenia,Pseudocheilinops ataenia,species,Pseudocheilinops ataenia,Pseudocheilinops ataenia,Pseudocheilinops,Labridae,Actinopterygii,282417,1,
2206,Pseudocheilinops spp.,Pseudocheilinops spp.,genus,,,Pseudocheilinops,Labridae,Actinopterygii,,,
2207,Pseudocheilinus evanidus,Pseudocheilinus evanidus,species,Pseudocheilinus evanidus,Pseudocheilinus evanidus,Pseudocheilinus,Labridae,Actinopterygii,208917,1,
2208,Pseudocheilinus hexataenia,Pseudocheilinus hexataenia,species,Pseudocheilinus hexataenia,Pseudocheilinus hexataenia,Pseudocheilinus,Labridae,Actinopterygii,208915,1,
2209,Pseudocheilinus ocellatus,Pseudocheilinus ocellatus,species,Pseudocheilinus ocellatus,Pseudocheilinus ocellatus,Pseudocheilinus,Labridae,Actinopterygii,278385,1,
2210,Pseudocheilinus octotaenia,Pseudocheilinus octotaenia,species,Pseudocheilinus octotaenia,Pseudocheilinus octotaenia,Pseudocheilinus,Labridae,Actinopterygii,208914,1,
2211,Pseudocheilinus spp.,Pseudocheilinus spp.,genus,,,Pseudocheilinus,Labridae,Actinopterygii,,,
2212,Pseudocheilinus tetrataenia,Pseudocheilinus tetrataenia,species,Pseudocheilinus tetrataenia,Pseudocheilinus tetrataenia,Pseudocheilinus,Labridae,Actinopterygii,278386,1,
2213,Pseudochromid spp.,Pseudochromid spp.,genus,,,,,,,,
2214,Pseudochromis ?andamanensis,Pseudochromis spp.,genus,,,,,,,,
2215,Pseudochromis aldabraensis,Pseudochromis aldabraensis,species,Pseudochromis aldabraensis,Pseudochromis aldabraensis,Pseudochromis,Pseudochromidae,Actinopterygii,218333,1,
2216,Pseudochromis ammeri,Pseudochromis ammeri,species,Pseudochromis ammeri,Pseudochromis ammeri,Pseudochromis,Pseudochromidae,Actinopterygii,712612,1,
2217,Pseudochromis bitaeniatus,Pseudochromis bitaeniatus,species,Pseudochromis bitaeniatus,Pseudochromis bitaeniatus,Pseudochromis,Pseudochromidae,Actinopterygii,278166,1,
2218,Pseudochromis cyanotaenia,Pseudochromis cyanotaenia,species,Pseudochromis cyanotaenia,Pseudochromis cyanotaenia,Pseudochromis,Pseudochromidae,Actinopterygii,278171,1,
2219,Pseudochromis elongatus,Pseudochromis elongatus,species,Pseudochromis elongatus,Pseudochromis elongatus,Pseudochromis,Pseudochromidae,Actinopterygii,278174,1,
2220,Pseudochromis flammicauda,Pseudochromis flammicauda,species,Pseudochromis flammicauda,Pseudochromis flammicauda,Pseudochromis,Pseudochromidae,Actinopterygii,278176,1,
2221,Pseudochromis flavivertex,Pseudochromis flavivertex,species,Pseudochromis flavivertex,Pseudochromis flavivertex,Pseudochromis,Pseudochromidae,Actinopterygii,218331,1,
2222,Pseudochromis fridmani,Pseudochromis fridmani,species,Pseudochromis fridmani,Pseudochromis fridmani,Pseudochromis,Pseudochromidae,Actinopterygii,218336,1,
2223,Pseudochromis fuscus,Pseudochromis fuscus,species,Pseudochromis fuscus,Pseudochromis fuscus,Pseudochromis,Pseudochromidae,Actinopterygii,278179,1,
2224,Pseudochromis marshallensis,Pseudochromis marshallensis,species,Pseudochromis marshallensis,Pseudochromis marshallensis,Pseudochromis,Pseudochromidae,Actinopterygii,278188,1,
2225,Pseudochromis olivaceus,Pseudochromis olivaceus,species,Pseudochromis olivaceus,Pseudochromis olivaceus,Pseudochromis,Pseudochromidae,Actinopterygii,218332,1,
2226,Pseudochromis perspicillatus,Pseudochromis perspicillatus,species,Pseudochromis perspicillatus,Pseudochromis perspicillatus,Pseudochromis,Pseudochromidae,Actinopterygii,278195,1,
2227,Pseudochromis spp.,Pseudochromis spp.,genus,,,Pseudochromis,Pseudochromidae,Actinopterygii,,,
2228,Pseudochromis spp. [black Middleton],Pseudochromis spp. [black Middleton],genus,,,Pseudochromis,Pseudochromidae,Actinopterygii,,,
2229,Pseudochromis springeri,Pseudochromis springeri,species,Pseudochromis springeri,Pseudochromis springeri,Pseudochromis,Pseudochromidae,Actinopterygii,218337,1,
2230,Pseudochromis wilsoni,Pseudochromis wilsoni,species,Pseudochromis wilsoni,Pseudochromis wilsoni,Pseudochromis,Pseudochromidae,Actinopterygii,278210,1,
2231,Pseudocoris aurantiofasciata,Pseudocoris aurantiofasciata,species,Pseudocoris aurantiofasciata,Pseudocoris aurantiofasciata,Pseudocoris,Labridae,Actinopterygii,277987,1,
2232,Pseudocoris bleekeri,Pseudocoris bleekeri,species,Pseudocoris bleekeri,Pseudocoris bleekeri,Pseudocoris,Labridae,Actinopterygii,277988,1,
2233,Pseudocoris yamashiroi,Pseudocoris yamashiroi,species,Pseudocoris yamashiroi,Pseudocoris yamashiroi,Pseudocoris,Labridae,Actinopterygii,219045,1,
2234,Pseudodax moluccanus,Pseudodax moluccanus,species,Pseudodax moluccanus,Pseudodax moluccanus,Pseudodax,Labridae,Actinopterygii,219046,1,
2235,Pseudojuloides atavai,Pseudojuloides atavai,species,Pseudojuloides atavai,Pseudojuloides atavai,Pseudojuloides,Labridae,Actinopterygii,276703,1,
2236,Pseudojuloides cerasinus,Pseudojuloides cerasinus,species,Pseudojuloides cerasinus,Pseudojuloides cerasinus,Pseudojuloides,Labridae,Actinopterygii,219048,1,
2237,Pseudojuloides elongatus,Pseudojuloides elongatus,species,Pseudojuloides elongatus,Pseudojuloides elongatus,Pseudojuloides,Labridae,Actinopterygii,276704,1,
2238,Pseudolabrus biserialis,Pseudolabrus biserialis,species,Pseudolabrus biserialis,Pseudolabrus biserialis,Pseudolabrus,Labridae,Actinopterygii,282432,1,
2239,Pseudolabrus fuentesi,Pseudolabrus fuentesi,species,Pseudolabrus fuentesi,Pseudolabrus fuentesi,Pseudolabrus,Labridae,Actinopterygii,282434,1,
2240,Pseudolabrus guentheri,Pseudolabrus guentheri,species,Pseudolabrus guentheri,Pseudolabrus guentheri,Pseudolabrus,Labridae,Actinopterygii,282436,1,
2241,Pseudolabrus luculentus,Pseudolabrus luculentus,species,Pseudolabrus luculentus,Pseudolabrus luculentus,Pseudolabrus,Labridae,Actinopterygii,282438,1,
2242,Pseudolabrus miles,Pseudolabrus miles,species,Pseudolabrus miles,Pseudolabrus miles,Pseudolabrus,Labridae,Actinopterygii,282439,1,
2243,Pseudolabrus rubicundus,Pseudolabrus rubicundus,species,Pseudolabrus rubicundus,Pseudolabrus rubicundus,Pseudolabrus,Labridae,Actinopterygii,282440,1,
2244,Pseudolabrus semifasciatus,Pseudolabrus semifasciatus,species,Pseudolabrus semifasciatus,Pseudolabrus semifasciatus,Pseudolabrus,Labridae,Actinopterygii,282441,1,
2245,Pseudolabrus sieboldi,Pseudolabrus sieboldi,species,Pseudolabrus sieboldi,Pseudolabrus sieboldi,Pseudolabrus,Labridae,Actinopterygii,282442,1,
2246,Pseudomugil spp.,Pseudomugil spp.,genus,,,Pseudomugil,Pseudomugilidae,Actinopterygii,,,
2247,Pseudopercis semifasciata,Pseudopercis semifasciata,species,Pseudopercis semifasciata,Pseudopercis semifasciata,Pseudopercis,Pinguipedidae,Actinopterygii,282463,1,
2248,Pseudophycis bachus,Pseudophycis bachus,species,Pseudophycis bachus,Pseudophycis bachus,Pseudophycis,Moridae,Actinopterygii,282468,1,
2249,Pseudophycis barbata,Pseudophycis barbata,species,Pseudophycis barbata,Pseudophycis barbata,Pseudophycis,Moridae,Actinopterygii,282469,1,
2250,Pseudopleuronectes americanus,Pseudopleuronectes americanus,species,Pseudopleuronectes americanus,Pseudopleuronectes americanus,Pseudopleuronectes,Pleuronectidae,Actinopterygii,158885,1,
2251,Pseudopleuronectes schrenki,Pseudopleuronectes schrenki,species,Pseudopleuronectes schrenki,Pseudopleuronectes schrenki,Pseudopleuronectes,Pleuronectidae,Actinopterygii,275359,1,
2252,Pseudorhombus jenynsii,Pseudorhombus jenynsii,species,Pseudorhombus jenynsii,Pseudorhombus jenynsii,Pseudorhombus,Paralichthyidae,Actinopterygii,277080,1,
2253,Pseudupeneus grandisquamis,Pseudupeneus grandisquamis,species,Pseudupeneus grandisquamis,Pseudupeneus grandisquamis,Pseudupeneus,Mullidae,Actinopterygii,273662,1,
2254,Pseudupeneus maculatus,Pseudupeneus maculatus,species,Pseudupeneus maculatus,Pseudupeneus maculatus,Pseudupeneus,Mullidae,Actinopterygii,159421,1,
2255,Pseudupeneus spp.,Pseudupeneus spp.,genus,,,Pseudupeneus,Mullidae,Actinopterygii,,,
2256,Pteragogus aurigarius,Pteragogus aurigarius,species,Pteragogus aurigarius,Pteragogus aurigarius,Pteragogus,Labridae,Actinopterygii,279209,1,
2257,Pteragogus cryptus,Pteragogus cryptus,species,Pteragogus cryptus,Pteragogus cryptus,Pteragogus,Labridae,Actinopterygii,219054,1,
2258,Pteragogus enneacanthus,Pteragogus enneacanthus,species,Pteragogus enneacanthus,Pteragogus enneacanthus,Pteragogus,Labridae,Actinopterygii,279210,1,
2259,Pteragogus flagellifer,Pteragogus flagellifer,species,Pteragogus flagellifer,Pteragogus flagellifer,Pteragogus,Labridae,Actinopterygii,219052,1,
2260,Pteragogus spp.,Pteragogus spp.,genus,,,Pteragogus,Labridae,Actinopterygii,,,
2261,Ptereleotris calliura,Ptereleotris calliura,species,Ptereleotris calliura,Ptereleotris calliura,Ptereleotris,Microdesmidae,Actinopterygii,277120,1,
2262,Ptereleotris evides,Ptereleotris evides,species,Ptereleotris evides,Ptereleotris evides,Ptereleotris,Microdesmidae,Actinopterygii,219622,1,
2263,Ptereleotris hanae,Ptereleotris hanae,species,Ptereleotris hanae,Ptereleotris hanae,Ptereleotris,Microdesmidae,Actinopterygii,277122,1,
2264,Ptereleotris heteroptera,Ptereleotris heteroptera,species,Ptereleotris heteroptera,Ptereleotris heteroptera,Ptereleotris,Microdesmidae,Actinopterygii,219617,1,
2265,Ptereleotris microlepis,Ptereleotris microlepis,species,Ptereleotris microlepis,Ptereleotris microlepis,Ptereleotris,Microdesmidae,Actinopterygii,219616,1,
2266,Ptereleotris monoptera,Ptereleotris monoptera,species,Ptereleotris monoptera,Ptereleotris monoptera,Ptereleotris,Microdesmidae,Actinopterygii,219621,1,
2267,Ptereleotris spp.,Ptereleotris spp.,genus,,,Ptereleotris,Microdesmidae,Actinopterygii,,,
2268,Ptereleotris zebra,Ptereleotris zebra,species,Ptereleotris zebra,Ptereleotris zebra,Ptereleotris,Microdesmidae,Actinopterygii,219618,1,
2269,Pterocaesio chrysozona,Pterocaesio chrysozona,species,Pterocaesio chrysozona,Pterocaesio chrysozona,Pterocaesio,Caesionidae,Actinopterygii,213662,1,
2270,Pterocaesio digramma,Pterocaesio digramma,species,Pterocaesio digramma,Pterocaesio digramma,Pterocaesio,Caesionidae,Actinopterygii,213657,1,
2271,Pterocaesio marri,Pterocaesio marri,species,Pterocaesio marri,Pterocaesio marri,Pterocaesio,Caesionidae,Actinopterygii,213661,1,
2272,Pterocaesio pisang,Pterocaesio pisang,species,Pterocaesio pisang,Pterocaesio pisang,Pterocaesio,Caesionidae,Actinopterygii,213658,1,
2273,Pterocaesio randalli,Pterocaesio randalli,species,Pterocaesio randalli,Pterocaesio randalli,Pterocaesio,Caesionidae,Actinopterygii,278944,1,
2274,Pterocaesio spp.,Pterocaesio spp.,genus,,,Pterocaesio,Caesionidae,Actinopterygii,,,
2275,Pterocaesio tessellata,Pterocaesio tessellata,species,Pterocaesio tessellata,Pterocaesio tessellata,Pterocaesio,Caesionidae,Actinopterygii,278945,1,
2276,Pterocaesio tile,Pterocaesio tile,species,Pterocaesio tile,Pterocaesio tile,Pterocaesio,Caesionidae,Actinopterygii,213656,1,
2277,Pterocaesio trilineata,Pterocaesio trilineata,species,Pterocaesio trilineata,Pterocaesio trilineata,Pterocaesio,Caesionidae,Actinopterygii,278946,1,
2278,Pterogobius zacalles,Pterogobius zacalles,species,Pterogobius zacalles,Pterogobius zacalles,Pterogobius,Gobiidae,Actinopterygii,282499,1,
2279,Pterogymnus laniarius,Pterogymnus laniarius,species,Pterogymnus laniarius,Pterogymnus laniarius,Pterogymnus,Sparidae,Actinopterygii,218619,1,
2280,Pterois antennata,Pterois antennata,species,Pterois antennata,Pterois antennata,Pterois,Scorpaenidae,Actinopterygii,218081,1,
2281,Pterois miles,Pterois miles,species,Pterois miles,Pterois miles,Pterois,Scorpaenidae,Actinopterygii,218077,1,
2282,Pterois radiata,Pterois radiata,species,Pterois radiata,Pterois radiata,Pterois,Scorpaenidae,Actinopterygii,218084,1,
2283,Pterois volitans,Pterois volitans,species,Pterois volitans,Pterois volitans,Pterois,Scorpaenidae,Actinopterygii,159559,1,
2284,Pygoplites diacanthus,Pygoplites diacanthus,species,Pygoplites diacanthus,Pygoplites diacanthus,Pygoplites,Pomacanthidae,Actinopterygii,211773,1,
2285,Rachycentron canadum,Rachycentron canadum,species,Rachycentron canadum,Rachycentron canadum,Rachycentron,Rachycentridae,Actinopterygii,127006,1,
2286,Rastrelliger kanagurta,Rastrelliger kanagurta,species,Rastrelliger kanagurta,Rastrelliger kanagurta,Rastrelliger,Scombridae,Actinopterygii,127020,1,
2287,Remora remora,Remora remora,species,Remora remora,Remora remora,Remora,Echeneidae,Actinopterygii,126853,1,
2288,Repomucenus calcaratus,Repomucenus calcaratus,species,Repomucenus calcaratus,Repomucenus calcaratus,Repomucenus,Callionymidae,Actinopterygii,282559,1,
2289,Rhabdamia cypselurus,Rhabdamia cypselurus,species,Rhabdamia cypselurus,Verulux cypselurus,Verulux,Apogonidae,Actinopterygii,1043456,1,
